State,Agency Type,Agency Name,Population1,"Total Offenses","Crimes Against Persons","Crimes Against Property","Crimes Against Society","Assault Offenses","Aggravated Assault","Simple Assault",Intimidation,"Homicide Offenses","Murder and Nonnegligent Manslaughter","Negligent Man- 1slaughter","Justifiable Homicide","Human Trafficking Offenses","Commercial Sex Acts","Involuntary Servitude","Kidnapping/ Abduction","Sex Offenses",Rape,Sodomy,"Sexual Assault With an Object",Fondling,Incest,"Statutory Rape",Arson,Bribery,"Burglary/ Breaking & Entering","Counter- feiting/ Forgery","Destruction/ Damage/ Vandalism of Property","Embezzle- ment","Extortion/ Blackmail","Fraud Offenses","False Pretenses/ Swindle/ Confidence Game","Credit Card/ Automated Teller Machine Fraud","Imper- sonation","Welfare Fraud","Wire Fraud","Identity  Theft","Hacking/ Computer  Invasion","Larceny/ Theft Offenses","Pocket- picking","Purse- snatching","Shop- lifting","Theft From Building","Theft From Coin Op- erated Machine or Device","Theft from Motor Vehicle","Theft of  Motor  Vehicle Parts or Acces- sories","All Other Larceny","Motor Vehicle Theft",Robbery,"Stolen Property Offenses","Animal  Cruelty","Drug/ Narcotic Offenses","Drug/ Narcotic Violations","Drug Equipment Violations","Gambling Offenses","Betting/ Wagering","Operating/ Promoting/ Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Por- nography/ Obscene Material","Pros- titution Offenses","Pros- titution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations"
KENTUCKY,Cities,Bellefonte,836,12,2,5,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Bellevue,"5,746",276,33,147,96,28,2,16,10,0,0,0,0,0,0,0,1,4,1,0,0,3,0,0,0,0,6,8,25,5,0,24,1,17,0,0,0,6,0,71,0,0,24,2,0,9,0,36,5,1,2,0,92,58,34,0,0,0,0,0,1,0,0,0,0,3
KENTUCKY,Cities,Benton,"4,495",273,47,178,48,46,0,28,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,16,5,0,5,0,4,0,0,0,1,0,111,0,0,68,0,0,4,1,38,5,0,4,0,46,31,15,0,0,0,0,0,0,0,0,0,0,2
KENTUCKY,Cities,Berea,"15,893",778,139,475,164,113,7,81,25,1,1,0,0,0,0,0,5,20,4,3,0,13,0,0,0,0,67,36,47,9,0,30,1,21,0,0,0,8,0,219,0,1,19,5,0,36,1,157,42,6,19,0,150,108,42,0,0,0,0,0,5,0,0,0,0,9
KENTUCKY,Cities,Bloomfield,"1,061",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Bowling Green,"68,268","7,017",991,"5,068",958,849,80,356,413,6,6,0,0,0,0,0,19,117,50,17,0,47,0,3,2,3,396,246,738,77,5,289,4,187,7,0,0,88,3,"2,957",5,4,926,96,0,467,58,"1,401",224,65,66,7,876,515,361,3,0,2,1,0,13,1,1,0,0,58
KENTUCKY,Cities,Brandenburg,"2,852",105,13,39,53,11,1,2,8,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,6,0,6,1,0,3,1,2,0,0,0,0,0,13,0,0,5,0,0,1,1,6,8,0,1,0,49,29,20,0,0,0,0,0,0,0,0,0,0,4
KENTUCKY,Cities,Brodhead,"1,179",31,2,11,18,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,1,0,18,14,4,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Brownsville,832,11,1,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Burnside,905,138,15,39,84,14,2,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,0,0,3,1,19,0,0,4,2,0,0,0,13,5,0,1,0,77,47,30,0,0,0,0,0,0,0,0,0,0,7
KENTUCKY,Cities,Cadiz,"2,637",234,66,107,61,59,4,19,36,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,1,15,10,18,2,0,10,2,5,0,0,0,3,0,43,0,0,3,1,0,3,2,34,7,0,1,1,54,30,24,0,0,0,0,0,0,0,0,0,0,6
KENTUCKY,Cities,Calvert City,"2,513",178,23,66,89,19,2,13,4,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,9,2,10,3,0,2,1,0,0,0,0,1,0,33,0,0,8,0,0,3,1,21,2,0,5,0,83,47,36,0,0,0,0,0,0,0,0,0,0,6
KENTUCKY,Cities,Campbellsville,"11,503","1,122",211,743,168,198,11,125,62,0,0,0,0,0,0,0,5,8,4,1,0,3,0,0,1,0,118,26,119,6,0,29,2,18,0,0,0,9,0,379,0,1,130,0,0,36,0,212,32,17,16,0,157,104,53,0,0,0,0,0,1,0,0,0,0,10
KENTUCKY,Cities,Carlisle,"1,957",61,14,6,41,12,0,7,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,40,27,13,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Carrollton,"3,820",300,69,61,170,61,2,31,28,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,1,0,9,4,14,2,0,2,2,0,0,0,0,0,0,22,0,0,3,0,0,4,0,15,7,0,0,1,164,86,78,0,0,0,0,0,3,0,0,0,0,2
KENTUCKY,Cities,Catlettsburg,"1,766",137,20,54,63,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,8,0,0,3,1,2,0,0,0,0,0,24,0,0,12,0,0,4,0,8,5,1,1,0,63,38,25,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Cave City,"2,425",161,29,44,88,26,5,15,6,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,9,2,8,2,0,5,1,1,0,0,0,3,0,12,0,0,0,0,0,2,0,10,3,0,3,0,81,45,36,0,0,0,0,0,0,0,0,0,0,7
KENTUCKY,Cities,Centertown,436,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Central City,"5,746",232,35,77,120,30,2,21,7,0,0,0,0,0,0,0,2,3,1,0,0,2,0,0,0,0,3,1,11,1,0,5,0,1,0,0,0,4,0,50,0,0,39,0,0,0,0,11,3,0,3,0,113,73,40,0,0,0,0,0,0,0,0,0,0,7
KENTUCKY,Cities,Clay City,"1,098",7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Clinton,"1,277",44,11,21,12,10,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,5,1,0,3,1,1,0,0,0,1,0,5,0,0,1,0,0,0,0,4,1,0,1,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Coal Run Village,"1,502",43,1,31,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,1,0,0,0,1,0,21,0,0,13,0,0,2,0,6,0,1,1,0,10,6,4,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Cold Spring,"6,430",242,22,149,71,20,1,14,5,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,13,1,7,1,0,13,2,8,1,0,0,2,0,102,0,1,69,0,0,7,1,24,2,3,7,0,71,38,33,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Columbia,"4,927",38,4,22,12,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,3,0,0,0,0,0,3,0,8,0,1,1,0,0,1,0,5,3,0,1,0,11,8,3,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Corbin,"7,267",630,33,344,253,26,1,7,18,3,3,0,0,0,0,0,0,4,3,1,0,0,0,0,3,0,40,35,74,6,1,31,2,16,0,0,0,13,0,114,0,1,6,0,0,30,2,75,23,7,10,0,240,164,76,0,0,0,0,0,1,0,0,0,0,12
KENTUCKY,Cities,Covington,"40,448","4,404",915,"1,952","1,537",828,58,526,244,5,5,0,0,0,0,0,18,64,32,8,0,21,1,2,7,0,206,66,411,52,1,134,6,60,0,0,0,68,0,784,1,5,76,14,1,123,4,560,134,67,90,2,"1,408",928,480,0,0,0,0,0,16,38,38,0,0,73
KENTUCKY,Cities,Cynthiana,"6,362",357,85,183,89,79,5,45,29,0,0,0,0,0,0,0,2,4,1,1,0,2,0,0,0,0,27,4,35,3,0,14,2,8,1,0,0,2,1,77,0,0,11,3,0,8,0,55,12,5,6,0,85,61,24,0,0,0,0,0,2,0,0,0,0,2
KENTUCKY,Cities,Danville,"16,801",969,187,505,277,159,10,119,30,0,0,0,0,0,0,0,7,21,10,7,0,3,0,1,3,0,81,11,83,7,0,60,6,20,0,0,0,11,23,201,0,0,45,6,0,39,4,107,32,7,20,1,254,155,99,0,0,0,0,0,2,0,0,0,0,20
KENTUCKY,Cities,Dawson Springs,"2,665",122,27,63,32,26,1,11,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,3,8,4,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,17,5,3,1,1,29,14,15,0,0,0,0,0,0,0,0,0,0,2
KENTUCKY,Cities,Dayton,"5,464",468,116,194,158,104,5,73,26,0,0,0,0,0,0,0,1,11,1,0,0,10,0,0,1,0,24,6,75,1,0,10,1,6,0,0,0,3,0,63,0,0,9,2,0,10,1,41,12,0,2,0,152,97,55,0,0,0,0,0,1,0,0,0,0,5
KENTUCKY,Cities,Dry Ridge,"2,220",88,8,44,36,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,2,0,1,0,0,0,1,0,29,0,0,14,0,0,0,0,15,1,0,3,0,36,18,18,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Eddyville,"2,569",115,22,66,27,22,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,1,0,6,1,3,0,0,0,2,0,33,0,0,16,0,0,9,0,8,3,0,2,2,24,15,9,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Edgewood,"8,736",232,42,106,84,37,1,25,11,0,0,0,0,0,0,0,0,5,2,1,0,2,0,0,0,0,6,2,17,8,0,11,0,6,0,0,0,5,0,55,0,0,3,3,0,13,0,36,1,2,4,0,82,44,38,0,0,0,0,0,0,0,0,0,0,2
KENTUCKY,Cities,Edmonton,"1,583",87,13,47,27,13,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,2,0,0,0,0,0,2,0,16,0,0,3,1,1,0,0,11,3,0,2,0,27,15,12,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Elizabethtown,"30,180","1,329",229,698,402,183,22,57,104,3,3,0,0,0,0,0,5,38,13,7,0,15,1,2,6,2,119,113,39,17,0,61,5,19,3,0,0,30,4,217,0,0,37,3,0,58,2,117,71,22,31,0,379,233,146,0,0,0,0,0,1,0,0,0,0,22
KENTUCKY,Cities,Elkton,"2,106",112,29,60,23,29,4,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,3,15,2,0,3,0,2,0,0,0,1,0,20,0,0,2,5,0,1,2,10,0,1,2,0,18,11,7,0,0,0,0,0,0,0,0,0,0,5
KENTUCKY,Cities,Elsmere,"8,680",335,83,169,83,75,5,41,29,0,0,0,0,0,0,0,3,5,3,1,0,1,0,0,1,0,14,3,40,6,0,16,1,8,0,0,0,7,0,71,0,0,1,0,0,15,0,55,11,2,5,0,76,45,31,0,0,0,0,0,1,0,0,0,0,6
KENTUCKY,Cities,Eminence,"2,581",6,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Erlanger,"22,993",869,142,310,417,121,10,77,34,0,0,0,0,10,10,0,2,9,5,1,0,3,0,0,1,1,38,15,57,13,0,19,0,8,0,0,0,11,0,131,0,1,19,5,0,28,2,76,19,6,10,0,410,241,169,0,0,0,0,0,0,0,0,0,0,7
KENTUCKY,Cities,Evarts,816,23,3,7,13,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Falmouth,"2,100",164,59,58,47,57,0,43,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,9,2,18,1,0,1,0,0,0,0,0,1,0,23,0,0,4,1,0,2,0,16,2,1,0,1,42,24,18,0,0,0,0,0,0,0,0,0,0,4
KENTUCKY,Cities,Flatwoods,"7,136",122,22,36,64,15,2,13,0,0,0,0,0,0,0,0,4,3,0,2,0,1,0,0,0,0,8,2,2,1,0,3,0,2,0,0,0,1,0,14,0,0,0,1,0,2,0,11,2,2,2,0,58,37,21,0,0,0,0,0,0,0,0,0,0,6
KENTUCKY,Cities,Flemingsburg,"2,822",171,50,62,59,47,1,36,10,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,5,6,8,2,0,2,0,0,0,0,0,0,2,34,0,0,11,0,0,1,1,21,4,0,1,0,57,33,24,0,0,0,0,0,1,0,0,0,0,1
KENTUCKY,Cities,Florence,"32,701","2,688",341,"1,872",475,297,19,140,138,1,1,0,0,0,0,0,8,35,14,9,0,12,0,0,4,1,101,54,258,26,0,170,5,103,1,0,0,56,5,"1,094",2,2,543,22,0,103,4,418,78,20,66,1,416,242,174,0,0,0,0,0,4,40,37,3,0,14
KENTUCKY,Cities,Fort Mitchell,"8,260",173,36,106,31,29,1,16,12,0,0,0,0,0,0,0,0,7,2,0,0,5,0,0,0,0,12,8,15,0,0,19,0,14,0,0,0,5,0,45,2,2,4,4,0,16,1,16,5,1,1,0,30,24,6,0,0,0,0,0,1,0,0,0,0,0
KENTUCKY,Cities,Fort Thomas,"16,274",401,46,131,224,42,2,25,15,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,8,5,20,5,0,22,1,9,0,0,0,12,0,58,0,0,3,3,0,7,1,44,4,1,8,0,213,128,85,0,0,0,0,0,6,0,0,0,0,5
KENTUCKY,Cities,Fort Wright,"5,737",216,36,114,66,30,2,18,10,0,0,0,0,0,0,0,0,6,4,1,0,1,0,0,0,0,5,7,15,4,0,19,4,10,0,0,0,5,0,54,0,0,8,5,0,12,1,28,7,2,1,0,63,40,23,0,0,0,0,0,1,0,0,0,0,2
KENTUCKY,Cities,Frankfort,"27,664","2,783",700,"1,595",488,644,24,425,195,4,3,1,0,0,0,0,16,36,13,8,0,13,1,1,0,0,201,63,270,28,0,90,19,40,1,0,0,30,0,784,2,1,236,39,1,134,8,363,92,25,42,5,444,272,172,0,0,0,0,0,9,1,1,0,0,29
KENTUCKY,Cities,Franklin2,"8,829",,115,,294,103,9,57,37,0,0,0,0,0,0,0,2,10,3,1,0,5,0,1,1,0,,10,53,12,0,12,0,5,1,0,0,6,0,256,1,2,136,1,1,12,2,101,18,9,12,0,276,183,93,0,0,0,0,0,3,0,0,0,0,15
KENTUCKY,Cities,Fulton,"2,175",262,43,127,92,40,1,12,27,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,2,1,22,5,14,2,0,9,2,4,0,0,0,3,0,65,0,0,31,0,0,4,0,30,4,1,2,0,87,58,29,0,0,0,0,0,0,0,0,0,0,5
KENTUCKY,Cities,Georgetown,"34,351","2,504",564,"1,537",403,509,25,317,167,1,1,0,0,8,0,8,16,30,12,3,0,11,2,2,0,1,117,49,254,17,0,124,54,39,2,0,0,27,2,830,0,2,245,14,0,133,9,427,82,22,41,3,372,250,122,0,0,0,0,0,6,0,0,0,0,22
KENTUCKY,Cities,Glasgow,"14,411","1,593",297,697,599,274,24,145,105,0,0,0,0,0,0,0,10,13,3,1,0,7,0,2,4,0,87,59,113,21,0,40,6,19,0,0,0,14,1,323,0,1,119,1,2,34,0,166,27,5,18,10,551,304,247,0,0,0,0,0,1,1,0,1,0,36
KENTUCKY,Cities,Graymoor-Devondale,"2,981",58,8,48,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,1,0,4,0,1,0,0,0,2,1,26,0,0,2,0,0,3,1,20,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Grayson,"3,983",156,35,72,49,34,7,14,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,10,1,14,2,0,1,0,0,0,0,0,1,0,30,0,0,4,0,0,1,0,25,4,4,3,0,47,33,14,0,0,0,0,0,0,0,0,0,0,2
KENTUCKY,Cities,Greensburg,"2,101",161,64,42,55,64,4,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,3,2,0,4,0,3,0,0,0,1,0,19,0,0,6,0,0,3,0,10,1,1,2,0,50,27,23,0,0,0,0,0,0,0,0,0,0,5
KENTUCKY,Cities,Greenville,"4,239",111,26,30,55,25,0,19,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,3,0,0,3,0,2,0,0,0,1,0,13,0,0,5,0,0,1,0,7,3,0,1,0,55,28,27,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Guthrie,"1,388",26,9,6,11,8,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Harlan,"1,526",132,17,50,65,15,3,8,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,11,2,6,2,0,2,0,0,0,0,0,2,0,20,0,0,13,0,0,1,0,6,1,3,2,0,61,45,16,0,0,0,0,0,0,0,0,0,0,4
KENTUCKY,Cities,Harrodsburg,"8,399",450,91,155,204,87,2,47,38,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,1,0,25,4,24,5,0,13,2,3,0,0,0,1,7,58,0,1,16,0,0,6,2,33,16,0,9,0,200,129,71,0,0,0,0,0,0,0,0,0,0,4
KENTUCKY,Cities,Hazard,"5,035",331,35,180,116,24,3,12,9,0,0,0,0,0,0,0,4,7,3,2,0,2,0,0,2,0,18,4,7,4,0,4,0,0,0,0,0,3,1,114,0,1,84,1,0,7,0,21,16,5,6,0,108,71,37,0,0,0,0,0,0,0,0,0,0,8
KENTUCKY,Cities,Henderson2,"28,618",,632,,475,578,43,340,195,2,2,0,0,0,0,0,11,41,18,4,0,18,0,1,3,0,,79,293,36,0,61,5,35,1,0,0,18,2,585,0,0,155,3,1,89,2,335,91,30,32,0,431,306,125,0,0,0,0,0,10,0,0,0,0,34
KENTUCKY,Cities,Heritage Creek,"1,147",6,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Highland Heights,"7,112",285,35,115,135,31,0,25,6,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,16,7,23,2,0,12,1,7,0,0,0,4,0,47,0,0,2,3,0,6,2,34,3,1,4,0,134,79,55,0,0,0,0,0,1,0,0,0,0,0
KENTUCKY,Cities,Hillview,"9,163",175,22,151,2,16,3,10,3,0,0,0,0,0,0,0,0,6,2,2,0,2,0,0,0,0,10,3,15,7,0,10,1,1,0,0,0,3,5,74,0,0,8,0,0,8,1,57,18,2,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
KENTUCKY,Cities,Hodgenville,"3,223",205,48,75,82,46,3,33,10,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,6,1,14,1,0,4,1,2,0,0,0,1,0,36,0,0,7,1,0,4,1,23,8,0,4,0,77,44,33,0,0,0,0,0,0,0,0,0,0,5
KENTUCKY,Cities,Hopkinsville,"30,606","2,742",517,"1,505",720,468,39,231,198,2,2,0,0,0,0,0,12,35,11,8,0,15,0,1,3,10,227,42,261,29,0,74,3,44,0,0,0,22,5,722,0,0,189,2,0,106,11,414,68,25,44,4,632,383,249,0,0,0,0,0,4,0,0,0,0,80
KENTUCKY,Cities,Horse Cave,"2,366",4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Hurstbourne Acres,"1,909",29,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,14,0,1,5,0,0,4,0,4,2,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Independence,"28,052",656,191,268,197,168,9,109,50,1,0,1,0,0,0,0,2,20,5,9,0,6,0,0,0,0,31,11,47,7,0,32,2,14,0,0,0,15,1,117,0,0,18,4,0,13,0,82,15,1,7,0,188,118,70,0,0,0,0,0,1,0,0,0,0,8
KENTUCKY,Cities,Indian Hills,"3,002",35,1,33,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,0,5,0,2,0,0,0,3,0,12,0,0,1,0,0,6,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Irvine,"2,330",121,25,28,68,22,1,8,13,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,11,2,4,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,2,0,1,0,62,39,23,0,0,0,0,0,1,0,0,0,0,5
KENTUCKY,Cities,Irvington,"1,173",64,5,14,45,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,1,0,2,0,41,25,16,2,0,1,1,0,0,0,0,0,0,2
KENTUCKY,Cities,Jackson,"2,029",139,27,72,40,24,0,10,14,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,10,1,10,0,0,1,0,0,0,0,0,1,0,45,0,0,31,1,0,1,0,12,1,0,4,0,35,24,11,0,0,0,0,0,0,0,0,0,0,5
KENTUCKY,Cities,Jamestown,"1,790",35,13,20,2,10,0,3,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,5,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,Cities,Jeffersontown2,"27,443",,86,,71,69,9,33,27,2,2,0,0,1,1,0,1,13,6,1,0,4,0,2,0,0,,24,120,22,0,50,5,32,0,0,0,13,0,422,0,2,12,7,0,133,11,257,95,26,48,0,60,41,19,0,0,0,0,0,0,0,0,0,0,11
KENTUCKY,Cities,Junction City,"2,300",16,6,10,0,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,La Grange,"8,995",389,62,246,81,58,1,39,18,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,2,0,23,13,49,6,0,15,0,5,0,0,0,6,4,112,0,0,23,8,1,14,1,65,19,2,5,0,78,51,27,0,0,0,0,0,0,0,0,0,0,3
KENTUCKY,Cities,Lakeside Park-Crestview Hills,"6,107",217,8,184,25,6,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,9,9,18,5,0,8,0,4,0,0,0,4,0,130,0,0,80,8,0,9,0,33,2,1,2,0,25,15,10,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Lancaster,"3,866",273,59,99,115,55,7,32,16,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,22,4,20,2,0,4,1,1,0,0,0,2,0,36,0,0,8,1,0,3,1,23,6,1,3,1,107,63,44,0,0,0,0,0,0,0,0,0,0,7
KENTUCKY,Cities,Lawrenceburg,"11,378",427,69,185,173,65,1,46,18,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,28,5,14,3,0,13,0,7,0,0,0,6,0,92,0,0,25,0,0,5,1,61,25,1,4,0,166,95,71,0,0,0,0,0,0,0,0,0,0,7
KENTUCKY,Cities,Lebanon,"5,668",469,110,155,204,106,15,30,61,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,26,7,31,6,1,9,0,6,0,0,0,3,0,50,0,0,7,0,0,10,0,33,15,5,5,0,195,116,79,0,0,0,0,0,0,0,0,0,0,9
KENTUCKY,Cities,Lebanon Junction,"1,957",13,5,8,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Leitchfield,"6,914",500,131,250,119,116,8,70,38,0,0,0,0,0,0,0,5,10,4,1,0,5,0,0,1,0,52,5,33,0,0,5,0,3,0,0,0,2,0,130,0,1,40,5,0,11,3,70,17,1,6,2,100,56,44,0,0,0,0,0,5,0,0,0,0,12
KENTUCKY,Cities,Lewisburg,804,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Lewisport,"1,710",32,2,2,28,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,15,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,Cities,Lexington,"325,579","25,144","4,790","16,414","3,940","4,165",300,"2,167","1,698",22,22,0,0,11,8,3,128,464,182,92,0,177,2,11,50,9,"1,533",383,"3,152",309,14,"1,033",62,669,9,0,0,269,24,"8,065",13,15,"2,150",32,4,"2,225",48,"3,578","1,088",428,350,1,"3,546","2,241","1,305",0,0,0,0,0,50,54,49,5,0,289
