State,Agency Type,Agency Name,Population1,"Total Offenses","Crimes Against Persons","Crimes Against Property","Crimes Against Society","Assault Offenses","Aggravated Assault","Simple Assault",Intimidation,"Homicide Offenses","Murder and Nonnegligent Manslaughter","Negligent Man- 1slaughter","Justifiable Homicide","Human Trafficking Offenses","Commercial Sex Acts","Involuntary Servitude","Kidnapping/ Abduction","Sex Offenses",Rape,Sodomy,"Sexual Assault With an Object",Fondling,Incest,"Statutory Rape",Arson,Bribery,"Burglary/ Breaking & Entering","Counter- feiting/ Forgery","Destruction/ Damage/ Vandalism of Property","Embezzle- ment","Extortion/ Blackmail","Fraud Offenses","False Pretenses/ Swindle/ Confidence Game","Credit Card/ Automated Teller Machine Fraud","Imper- sonation","Welfare Fraud","Wire Fraud","Identity  Theft","Hacking/ Computer  Invasion","Larceny/ Theft Offenses","Pocket- picking","Purse- snatching","Shop- lifting","Theft From Building","Theft From Coin Op- erated Machine or Device","Theft from Motor Vehicle","Theft of  Motor  Vehicle Parts or Acces- sories","All Other Larceny","Motor Vehicle Theft",Robbery,"Stolen Property Offenses","Animal  Cruelty","Drug/ Narcotic Offenses","Drug/ Narcotic Violations","Drug Equipment Violations","Gambling Offenses","Betting/ Wagering","Operating/ Promoting/ Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Por- nography/ Obscene Material","Pros- titution Offenses","Pros- titution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations"
ARIZONA,Cities,Apache Junction,"41,245","2,306",525,"1,280",501,442,65,320,57,0,0,0,0,0,0,0,11,72,0,0,0,72,0,0,5,0,109,31,297,6,1,126,74,38,14,0,0,0,0,588,0,0,169,13,0,128,11,267,78,16,23,0,459,250,209,0,0,0,0,0,3,0,0,0,0,39
ARIZONA,Cities,Gilbert,"247,463","10,685","1,814","6,262","2,609","1,553",127,"1,083",343,2,2,0,0,0,0,0,57,202,73,2,0,93,0,34,16,0,407,115,"1,925",18,9,716,287,174,7,0,0,246,2,"2,781",4,10,729,104,1,945,58,930,157,32,86,2,"2,454","1,158","1,296",0,0,0,0,0,56,4,3,1,0,93
ARIZONA,Cities,Wellton,"3,003",123,24,58,41,16,2,13,1,3,3,0,0,0,0,0,1,4,0,1,0,2,0,1,0,0,13,0,13,0,0,7,2,1,4,0,0,0,0,22,0,0,2,0,0,0,0,20,3,0,0,0,39,22,17,0,0,0,0,0,0,0,0,0,0,2
ARIZONA,Cities,Yuma,"96,121","6,740","1,261","3,966","1,513","1,102",394,591,117,9,9,0,0,0,0,0,26,124,36,1,0,60,0,27,18,0,416,62,"1,069",0,2,211,79,80,52,0,0,0,0,"1,870",0,0,621,0,0,179,21,"1,049",236,55,27,0,"1,372",628,744,0,0,0,0,0,33,0,0,0,0,108
ARIZONA,Metropolitan Counties,Yuma,"62,335","2,988",704,"1,829",455,631,111,456,64,14,11,3,0,0,0,0,16,43,13,4,0,20,0,6,5,1,320,18,491,0,6,183,111,25,47,0,0,0,0,651,0,0,36,0,0,33,1,581,112,7,35,0,405,190,215,0,0,0,0,0,12,0,0,0,0,38
ARKANSAS,Cities,Alexander,"3,078",256,72,118,66,66,12,20,34,2,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,20,1,31,0,0,7,4,3,0,0,0,0,0,47,0,1,2,5,0,7,0,32,9,1,2,0,62,37,25,0,0,0,0,0,1,0,0,0,0,3
ARKANSAS,Cities,Alma,"5,772",698,239,377,82,218,25,106,87,0,0,0,0,0,0,0,9,12,5,7,0,0,0,0,0,0,37,17,61,0,0,28,1,20,7,0,0,0,0,207,0,0,9,23,0,23,4,148,11,3,13,0,76,43,33,0,0,0,0,0,1,0,0,0,0,5
ARKANSAS,Cities,Altus,735,72,7,17,48,6,0,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,3,0,0,2,1,0,1,0,0,0,0,6,0,0,2,0,0,0,0,4,0,0,1,0,46,24,22,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Amity,678,36,16,12,8,16,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Arkadelphia,"10,647",674,192,433,49,179,29,111,39,0,0,0,0,0,0,0,1,12,3,9,0,0,0,0,0,0,44,16,104,0,0,35,2,29,4,0,0,0,0,212,2,0,22,6,0,25,4,153,9,4,9,0,39,29,10,0,0,0,0,0,0,0,0,0,0,10
ARKANSAS,Cities,Ashdown,"4,389",300,61,169,70,56,10,44,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,25,3,37,0,0,3,0,0,3,0,0,0,0,94,0,0,34,0,0,0,0,60,3,1,3,0,68,60,8,0,0,0,0,0,1,0,0,0,0,1
ARKANSAS,Cities,Ash Flat,"1,090",40,10,26,4,10,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,3,1,2,0,0,0,0,0,16,0,0,3,2,0,1,0,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Atkins,"3,041",243,41,126,76,37,2,30,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,19,4,31,0,0,6,2,2,2,0,0,0,0,59,0,0,11,1,1,3,0,43,2,1,3,0,71,43,28,0,0,0,0,0,0,0,0,0,0,5
ARKANSAS,Cities,Austin,"3,508",86,20,41,25,18,3,11,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,14,1,2,0,0,8,3,4,1,0,0,0,0,10,0,1,0,1,0,0,0,8,1,2,3,0,23,13,10,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Bald Knob,"2,879",335,96,182,57,91,8,63,20,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,1,0,28,23,50,0,0,7,1,5,1,0,0,0,0,57,0,0,6,7,0,3,2,39,5,0,11,0,54,33,21,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,Barling,"4,972",564,93,137,334,86,18,44,24,0,0,0,0,0,0,0,1,6,2,4,0,0,0,0,1,0,14,4,25,0,0,9,1,4,4,0,0,0,0,77,0,0,2,10,0,18,1,46,2,0,5,0,319,154,165,0,0,0,0,0,3,0,0,0,0,12
ARKANSAS,Cities,Batesville,"10,782",836,121,480,235,109,31,47,31,0,0,0,0,0,0,0,1,11,7,4,0,0,0,0,1,0,50,42,75,0,0,24,8,15,1,0,0,0,0,259,0,1,74,10,0,24,5,145,16,4,9,0,218,145,73,1,0,1,0,0,1,0,0,0,0,15
ARKANSAS,Cities,Bay,"1,806",76,8,28,40,7,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,4,0,0,3,0,3,0,0,0,0,0,16,0,0,2,2,0,3,0,9,0,0,0,0,40,31,9,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Beebe,"8,268",710,115,387,208,107,21,62,24,0,0,0,0,0,0,0,1,7,3,4,0,0,0,0,3,0,43,16,50,0,0,27,6,15,6,0,0,0,0,226,0,1,7,62,0,33,2,121,13,1,8,0,198,110,88,0,0,0,0,0,0,0,0,0,0,10
ARKANSAS,Cities,Bella Vista,"28,798",739,169,326,244,143,30,56,57,0,0,0,0,0,0,0,1,25,9,16,0,0,0,0,0,0,30,18,69,0,0,25,15,9,1,0,0,0,0,164,0,1,4,14,0,25,3,117,6,0,14,0,228,131,97,0,0,0,0,0,1,1,1,0,0,14
ARKANSAS,Cities,Benton2,"36,556",,707,,432,670,142,240,288,1,1,0,0,0,0,0,7,29,16,1,0,9,0,3,5,0,,100,343,1,0,157,52,97,5,0,3,0,0,"1,155",1,0,206,54,6,303,58,527,108,22,38,0,404,232,172,0,0,0,0,0,1,0,0,0,0,27
ARKANSAS,Cities,Bentonville,"51,607","2,217",477,"1,130",610,412,73,128,211,0,0,0,0,0,0,0,11,54,21,7,0,26,0,0,2,0,112,40,179,2,4,132,57,43,32,0,0,0,0,582,0,0,116,0,0,169,2,295,28,5,44,0,590,319,271,0,0,0,0,0,3,0,0,0,0,17
ARKANSAS,Cities,Berryville,"5,470",411,64,278,69,56,6,41,9,0,0,0,0,0,0,0,0,8,5,2,0,1,0,0,1,0,51,15,23,0,0,11,0,10,1,0,0,0,0,172,0,0,35,0,0,0,0,137,4,1,0,0,68,39,29,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,Bethel Heights,"2,825",192,15,24,153,13,1,12,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,0,4,0,0,1,0,0,0,0,1,0,0,11,0,0,0,1,0,3,0,7,4,0,0,0,152,78,74,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,Blytheville,"13,843","2,139",715,"1,217",207,695,111,235,349,7,6,1,0,0,0,0,1,12,3,1,0,4,0,4,0,0,117,21,316,0,0,21,15,3,2,1,0,0,0,696,0,0,173,66,1,72,17,367,23,22,1,0,164,158,6,0,0,0,0,0,2,2,0,2,0,39
ARKANSAS,Cities,Bono,"2,405",161,41,53,67,33,13,7,13,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,11,3,11,0,0,0,0,0,0,0,0,0,0,28,0,0,1,4,0,11,0,12,0,0,0,0,66,43,23,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,Booneville,"3,837",269,77,135,57,73,1,63,9,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,19,3,28,0,0,6,3,3,0,0,0,0,0,71,0,2,3,9,1,7,1,48,2,0,6,0,52,26,26,0,0,0,0,0,0,0,0,0,0,5
ARKANSAS,Cities,Bradford,742,79,18,37,24,17,3,6,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,8,0,0,3,1,0,2,0,0,0,0,19,0,0,2,1,0,3,1,12,2,0,2,0,24,15,9,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Brinkley,"2,658",442,157,219,66,151,34,82,35,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,1,0,34,21,55,0,0,5,0,4,1,0,0,0,0,88,0,0,13,3,0,10,2,60,6,5,4,0,53,33,20,0,0,0,0,0,0,0,0,0,0,13
ARKANSAS,Cities,Brookland,"3,582",169,45,71,53,42,5,20,17,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,8,3,12,0,0,7,5,2,0,0,0,0,0,36,0,0,1,8,0,11,1,15,2,1,2,0,49,38,11,0,0,0,0,0,2,0,0,0,0,2
ARKANSAS,Cities,Bryant,"20,738","1,910",292,"1,281",337,282,28,139,115,0,0,0,0,0,0,0,6,4,2,0,0,2,0,0,0,0,37,61,175,0,0,126,23,72,26,0,5,0,0,806,0,0,224,0,0,164,8,410,55,2,19,0,318,202,116,0,0,0,0,0,0,0,0,0,0,19
ARKANSAS,Cities,Bull Shoals,"1,943",102,28,68,6,25,8,10,7,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,14,0,11,0,0,2,1,1,0,0,0,0,0,40,0,1,4,3,0,3,0,29,0,0,1,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Cabot,"26,459","1,407",451,771,185,429,22,234,173,0,0,0,0,0,0,0,9,13,6,4,0,3,0,0,0,0,92,51,224,0,0,69,0,42,27,0,0,0,0,282,0,0,91,22,0,53,1,115,32,7,14,0,170,88,82,0,0,0,0,0,5,0,0,0,0,10
ARKANSAS,Cities,Caddo Valley,591,108,15,50,43,13,1,5,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,5,5,0,0,4,0,2,2,0,0,0,0,24,0,1,0,2,0,3,2,16,3,0,5,0,39,28,11,0,0,0,0,0,0,0,0,0,0,4
ARKANSAS,Cities,Camden,"10,880","1,330",499,745,86,477,101,199,177,0,0,0,0,0,0,0,3,19,7,3,6,2,0,1,3,0,156,24,177,1,0,34,10,22,1,0,1,0,0,314,5,1,50,12,0,59,11,176,20,10,6,0,70,51,19,0,0,0,0,0,1,0,0,0,0,15
ARKANSAS,Cities,Caraway,"1,253",53,16,22,15,15,4,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,0,0,0,0,11,0,0,0,0,0,2,0,9,0,0,5,0,14,9,5,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,Carlisle,"2,177",145,36,78,31,32,3,16,13,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,8,2,15,0,0,8,1,5,0,0,2,0,0,36,0,0,1,2,0,3,0,30,6,0,3,0,29,20,9,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Cave Springs,"4,981",54,7,45,2,6,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,2,4,0,0,7,3,3,1,0,0,0,0,25,0,0,0,3,0,3,1,18,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Cedarville,"1,401",27,10,15,2,10,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,6,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Centerton,"14,791",727,223,224,280,192,33,66,93,0,0,0,0,0,0,0,5,26,11,15,0,0,0,0,0,0,33,6,61,0,0,18,11,7,0,0,0,0,0,98,0,1,8,13,0,6,1,69,3,0,5,0,271,133,138,0,0,0,0,0,3,0,0,0,0,6
ARKANSAS,Cities,Charleston,"2,458",65,19,30,16,18,2,13,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,9,0,0,1,0,1,0,0,0,0,0,17,1,0,2,0,0,4,0,10,0,0,0,0,16,8,8,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Cherokee Village,"4,637",220,38,136,46,33,9,24,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,35,1,32,0,0,7,4,3,0,0,0,0,0,54,0,0,1,0,0,1,0,52,7,0,0,0,46,29,17,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Cherry Valley,593,61,7,12,42,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,1,0,1,0,0,0,0,4,0,0,0,2,0,0,0,2,1,0,0,0,39,23,16,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,Clarksville,"9,679",890,171,532,187,161,13,95,53,0,0,0,0,0,0,0,0,10,4,6,0,0,0,0,1,0,46,38,101,0,0,31,0,4,17,0,10,0,0,297,1,2,60,42,0,15,1,176,9,3,6,0,178,106,72,0,0,0,0,0,1,0,0,0,0,8
ARKANSAS,Cities,Clinton,"2,471",183,32,114,37,31,3,13,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,4,11,0,0,5,2,3,0,0,0,0,0,77,0,0,1,0,0,1,1,74,1,0,0,0,34,22,12,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,Conway,"66,720","7,451","1,677","3,965","1,809","1,612",252,747,613,5,5,0,0,0,0,0,4,56,45,4,1,6,0,0,3,0,251,244,758,0,1,380,182,195,2,0,1,0,0,"1,937",0,0,422,0,6,365,74,"1,070",104,57,230,0,"1,709",970,739,0,0,0,0,0,7,4,4,0,0,89
ARKANSAS,Cities,Corning,"3,102",170,19,44,107,15,3,6,6,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,9,1,5,0,0,2,1,1,0,0,0,0,0,25,0,1,7,4,0,0,1,12,1,0,1,0,102,57,45,0,0,0,0,0,0,0,0,0,0,5
ARKANSAS,Cities,Cotter,935,108,31,30,47,30,5,19,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,1,0,47,21,26,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Crossett,"4,920",478,98,333,47,90,16,71,3,2,2,0,0,0,0,0,0,6,2,4,0,0,0,0,4,0,87,13,63,0,0,22,6,14,2,0,0,0,0,129,0,0,20,1,0,0,0,108,9,2,4,0,32,23,9,0,0,0,0,0,1,0,0,0,0,14
ARKANSAS,Cities,Damascus,372,12,3,6,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Danville,"2,422",65,18,17,30,17,1,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,2,0,0,0,0,6,0,0,0,3,0,1,0,2,2,0,1,0,28,16,12,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Dardanelle,"4,535",416,124,223,69,113,9,84,20,0,0,0,0,0,0,0,3,8,5,2,0,1,0,0,0,0,40,13,55,0,0,24,5,19,0,0,0,0,0,77,0,0,2,5,0,6,1,63,8,0,6,0,62,31,31,0,0,0,0,0,1,1,1,0,0,5
ARKANSAS,Cities,Decatur,"1,814",228,50,70,108,38,6,18,14,0,0,0,0,0,0,0,3,9,4,5,0,0,0,0,1,0,12,2,14,0,0,2,0,1,1,0,0,0,0,34,0,1,5,2,0,6,1,19,5,0,0,0,105,52,53,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,De Queen,"6,588",412,63,222,127,60,17,22,21,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,2,0,45,15,31,0,0,11,0,10,1,0,0,0,0,108,1,0,13,13,0,9,0,72,4,1,5,0,124,79,45,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,Des Arc,"1,618",92,17,40,35,12,4,7,1,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,26,0,0,1,2,0,9,0,14,1,0,1,0,34,20,14,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,DeWitt,"3,058",348,103,161,84,95,36,50,9,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,3,0,42,6,31,0,0,5,0,4,1,0,0,0,0,66,0,0,9,2,0,2,1,52,7,0,1,0,76,45,31,0,0,0,0,0,0,0,0,0,0,8
ARKANSAS,Cities,Diamond City,794,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Diaz,"1,215",57,22,32,3,22,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,12,0,0,1,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,Dover,"1,411",81,13,44,24,13,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,1,0,1,0,0,0,0,0,22,0,0,5,2,0,1,0,14,2,0,2,0,22,11,11,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Dumas,"4,179",107,34,62,11,32,7,22,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,18,11,1,0,0,1,0,0,1,0,0,0,0,21,0,0,4,0,0,0,0,17,2,5,1,0,7,5,2,0,0,0,0,0,1,0,0,0,0,3
ARKANSAS,Cities,El Dorado2,"17,916",,,"1,473",166,520,158,215,147,,,0,0,0,0,0,2,14,2,0,9,2,1,0,2,0,534,47,224,0,0,38,20,17,1,0,0,0,0,538,0,0,76,1,0,26,0,435,58,27,5,0,152,123,29,0,0,0,0,0,1,0,0,0,0,13
ARKANSAS,Cities,Elkins,"3,111",85,21,45,19,20,7,6,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,8,0,0,8,1,3,4,0,0,0,0,22,0,0,11,0,0,1,0,10,0,0,2,0,17,8,9,0,0,0,0,0,1,0,0,0,0,1
ARKANSAS,Cities,Eudora,"1,970",164,65,87,12,64,19,24,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,19,2,21,0,0,8,8,0,0,0,0,0,0,34,0,0,5,1,0,10,0,18,1,0,1,0,10,6,4,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Eureka Springs,"2,073",323,79,160,84,76,17,29,30,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,29,5,29,0,0,4,0,4,0,0,0,0,0,82,0,1,4,3,0,5,1,68,10,1,0,0,81,39,42,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,Fairfield Bay,"2,189",202,92,87,23,88,4,52,32,0,0,0,0,0,0,0,0,4,1,2,0,1,0,0,2,0,16,2,13,0,0,9,8,1,0,0,0,0,0,44,0,1,3,3,0,2,1,34,1,0,0,0,18,12,6,0,0,0,0,0,4,0,0,0,0,1
ARKANSAS,Cities,Farmington,"7,032",379,79,153,147,75,12,32,31,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,1,0,20,7,38,0,0,9,1,3,5,0,0,0,0,62,0,0,1,11,0,19,0,31,5,1,10,0,145,71,74,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Fayetteville,"87,008","9,533","1,823","5,847","1,863","1,705",360,"1,007",338,1,1,0,0,0,0,0,36,81,71,10,0,0,0,0,5,0,456,213,993,0,1,583,178,363,41,1,0,0,0,"2,947",0,0,555,662,18,827,184,701,435,60,154,0,"1,769",944,825,0,0,0,0,0,17,6,2,4,0,71
ARKANSAS,Cities,Flippin,"1,324",212,39,139,34,37,3,18,16,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,23,0,22,0,0,0,0,0,0,0,0,0,0,92,0,0,10,7,0,3,1,71,2,0,0,0,32,17,15,0,0,0,0,0,0,0,0,0,0,2
ARKANSAS,Cities,Fordyce,"3,852",431,154,225,52,150,38,66,46,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,3,0,41,16,32,0,0,10,3,5,2,0,0,0,0,110,0,1,13,4,0,19,2,71,3,5,5,0,43,29,14,0,0,0,0,0,0,0,0,0,0,9
ARKANSAS,Cities,Forrest City,"14,144","1,696",473,"1,085",138,457,108,233,116,3,3,0,0,0,0,0,1,12,4,0,0,7,0,1,11,0,147,40,230,0,0,30,23,5,2,0,0,0,0,552,5,5,164,53,0,134,8,183,57,18,0,0,114,107,7,0,0,0,0,0,0,0,0,0,0,24
ARKANSAS,Cities,Fort Smith,"88,290","9,899","2,285","6,282","1,332","2,124",517,843,764,9,9,0,0,0,0,0,28,124,81,5,0,37,1,0,17,0,709,181,958,0,0,504,268,204,32,0,0,0,0,"3,411",2,0,616,235,5,673,97,"1,783",296,98,108,0,"1,226",670,556,0,0,0,0,0,6,0,0,0,0,100
ARKANSAS,Cities,Gassville,"2,145",196,46,104,46,43,7,26,10,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,15,1,16,0,0,2,0,2,0,0,0,0,0,65,0,1,2,6,0,14,0,42,4,0,0,0,44,24,20,0,0,0,0,0,0,1,1,0,0,1
ARKANSAS,Cities,Gentry,"3,842",57,18,30,9,12,2,1,9,0,0,0,0,0,0,0,2,4,3,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,14,0,1,0,0,0,1,0,12,6,0,3,0,8,6,2,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,Gosnell,"3,225",156,64,68,24,63,19,29,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,5,19,0,0,3,0,2,1,0,0,0,0,22,0,0,1,0,1,7,1,12,1,0,5,0,19,13,6,0,0,0,0,0,1,0,0,0,0,4
ARKANSAS,Cities,Gravette,"3,328",289,67,140,82,63,14,8,41,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,14,11,35,0,0,4,2,1,1,0,0,0,0,67,0,0,27,6,0,5,2,27,3,0,6,0,76,41,35,0,0,0,0,0,2,0,0,0,0,4
ARKANSAS,Cities,Green Forest,"2,682",217,44,98,75,36,8,16,12,0,0,0,0,0,0,0,2,6,4,2,0,0,0,0,1,0,17,8,33,0,0,0,0,0,0,0,0,0,0,25,0,0,12,1,0,3,0,9,10,2,2,0,72,28,44,0,0,0,0,0,0,0,0,0,0,3
ARKANSAS,Cities,Greenland,"1,422",63,22,20,21,19,5,5,9,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,3,2,2,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,7,3,0,1,0,21,12,9,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Greenwood,"9,454",260,77,57,126,72,15,27,30,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,0,0,7,4,12,0,0,2,2,0,0,0,0,0,0,29,0,0,2,2,0,3,0,22,1,0,2,0,116,65,51,0,0,0,0,0,0,0,0,0,0,10
ARKANSAS,Cities,Greers Ferry,854,24,4,18,2,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,Cities,Gurdon,"2,080",98,35,55,8,34,16,8,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14,5,9,0,0,4,2,2,0,0,0,0,0,20,0,1,0,3,0,3,0,13,2,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,Hamburg,"2,672",60,20,34,6,19,7,8,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,2,5,0,0,1,0,1,0,0,0,0,0,10,0,0,1,0,0,0,1,8,0,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1
ARKANSAS,Cities,Harrison,"13,100","1,422",320,697,405,293,49,176,68,1,0,1,0,0,0,0,8,18,6,0,0,12,0,0,2,0,74,69,79,0,2,46,14,29,3,0,0,0,0,360,0,0,39,8,0,6,3,304,31,10,24,0,379,215,164,0,0,0,0,0,2,0,0,0,0,24
ARKANSAS,Cities,Haskell,"4,649",178,42,74,62,30,10,9,11,0,0,0,0,0,0,0,3,9,3,6,0,0,0,0,0,0,3,7,21,0,0,7,3,1,3,0,0,0,0,33,0,0,10,1,0,2,0,20,2,0,1,0,57,35,22,0,0,0,0,0,0,0,0,0,0,5
ARKANSAS,Cities,Hazen,"1,372",47,6,24,17,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,1,0,0,1,0,0,0,0,8,0,0,1,1,0,1,0,5,3,0,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,4
ARKANSAS,Cities,Heber Springs,"6,929",729,213,344,172,205,11,111,83,0,0,0,0,0,0,0,2,6,4,2,0,0,0,0,1,0,44,15,68,0,0,35,13,15,7,0,0,0,0,150,1,3,33,39,2,12,0,60,7,1,23,0,167,95,72,0,0,0,0,0,2,0,0,0,0,3
ARKANSAS,Cities,Helena-West Helena,"10,477","1,308",466,743,99,443,127,181,135,9,8,1,0,0,0,0,9,5,2,2,0,0,1,0,4,0,161,14,210,0,0,13,3,4,6,0,0,0,0,300,1,2,113,19,1,13,3,148,18,19,4,0,57,42,15,0,0,0,0,0,0,0,0,0,0,42
